STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_6;MO_NSH;MO_RR;MO_SH_S;MX_RS;eor
       5619;19320701;19320731;    5;   -999;   104.2;-999;   20.7;eor
       5619;19320801;19320831;    5;   -999;    29.3;-999;    8.5;eor
       5619;19320901;19320930;    5;   -999;   174.9;-999;   30.1;eor
       5619;19321001;19321031;    5;   -999;   263.1;-999;   28.1;eor
       5619;19321101;19321130;    5;   -999;    84.4;-999;   12.8;eor
       5619;19321201;19321231;    5;   -999;    32.5;-999;    7.5;eor
       5619;19330101;19330131;    5;   -999;    59.4;-999;   12.4;eor
       5619;19330201;19330228;    5;   -999;   123.3;-999;   37.8;eor
       5619;19330301;19330331;    5;   -999;    60.8;-999;   17.0;eor
       5619;19330401;19330430;    5;   -999;    24.7;-999;    7.7;eor
       5619;19330501;19330531;    5;   -999;   126.9;-999;   22.8;eor
       5619;19330601;19330630;    5;   -999;   155.2;-999;   28.2;eor
       5619;19330701;19330731;    5;   -999;    78.4;-999;   18.4;eor
       5619;19330801;19330831;    5;   -999;   100.9;-999;   22.3;eor
       5619;19330901;19330930;    5;   -999;    38.2;-999;   19.5;eor
       5619;19331001;19331031;    5;   -999;   131.6;-999;   34.2;eor
       5619;19331101;19331130;    5;   -999;    78.5;-999;   21.3;eor
       5619;19331201;19331231;    5;   -999;    11.0;-999;    3.0;eor
       5619;19340101;19340131;    5;   -999;   170.4;-999;   34.8;eor
       5619;19340201;19340228;    5;   -999;    21.8;-999;    4.2;eor
       5619;19340301;19340331;    5;   -999;    69.4;-999;   19.8;eor
       5619;19340401;19340430;    5;   -999;    83.9;-999;   35.8;eor
       5619;19340501;19340531;    5;   -999;    71.4;-999;   22.4;eor
       5619;19340601;19340630;    5;   -999;   132.0;-999;   45.2;eor
       5619;19340701;19340731;    5;   -999;   100.0;-999;   47.2;eor
       5619;19340801;19340831;    5;   -999;   111.9;-999;   28.6;eor
       5619;19340901;19340930;    5;   -999;    50.9;-999;   10.2;eor
       5619;19341001;19341031;    5;   -999;   182.2;-999;   35.4;eor
       5619;19341101;19341130;    5;   -999;    39.7;-999;   15.6;eor
       5619;19341201;19341231;    5;   -999;   186.9;-999;   28.4;eor
       5619;19350101;19350131;    5;   -999;   141.5;-999;   32.6;eor
       5619;19350201;19350228;    5;   -999;   173.2;-999;   32.7;eor
       5619;19350301;19350331;    5;   -999;    75.1;-999;   20.7;eor
       5619;19350401;19350430;    5;   -999;   192.1;-999;   34.9;eor
       5619;19350501;19350531;    5;   -999;    45.9;-999;   20.8;eor
       5619;19350601;19350630;    5;   -999;   128.2;-999;   30.8;eor
       5619;19350701;19350731;    5;   -999;    71.2;-999;   18.2;eor
       5619;19350801;19350831;    5;   -999;    35.9;-999;   10.2;eor
       5619;19350901;19350930;    5;   -999;   144.9;-999;   25.8;eor
       5619;19351001;19351031;    5;   -999;   211.7;-999;   60.8;eor
       5619;19351101;19351130;    5;   -999;    84.3;-999;   28.3;eor
       5619;19351201;19351231;    5;   -999;   112.3;-999;   23.8;eor
       5619;19360101;19360131;    5;   -999;   197.1;-999;   50.1;eor
       5619;19360201;19360229;    5;   -999;    57.7;-999;   11.5;eor
       5619;19360301;19360331;    5;   -999;    25.6;-999;    8.1;eor
       5619;19360401;19360430;    5;   -999;   220.5;-999;   69.8;eor
       5619;19360501;19360531;    5;   -999;    26.6;-999;    7.1;eor
       5619;19360601;19360630;    5;   -999;    69.6;-999;   21.9;eor
       5619;19360701;19360731;    5;   -999;   161.2;-999;   19.2;eor
       5619;19360801;19360831;    5;   -999;    57.7;-999;    9.4;eor
       5619;19360901;19360930;    5;   -999;   146.7;-999;   24.0;eor
       5619;19361001;19361031;    5;   -999;   172.6;-999;   44.9;eor
       5619;19361101;19361130;    5;   -999;   137.3;-999;   38.6;eor
       5619;19361201;19361231;    5;   -999;   148.4;-999;   48.4;eor
       5619;19370101;19370131;    5;   -999;   141.6;-999;   54.9;eor
       5619;19370201;19370228;    5;   -999;   203.7;-999;   22.9;eor
       5619;19370301;19370331;    5;   -999;   113.8;-999;   15.2;eor
       5619;19370401;19370430;    5;   -999;   192.7;-999;   35.1;eor
       5619;19370501;19370531;    5;   -999;    47.0;-999;   12.9;eor
       5619;19370601;19370630;    5;   -999;    84.4;-999;   21.7;eor
       5619;19370701;19370731;    5;   -999;    81.8;-999;   19.0;eor
       5619;19370801;19370831;    5;   -999;   117.5;-999;   24.1;eor
       5619;19370901;19370930;    5;   -999;    80.2;-999;   15.6;eor
       5619;19371001;19371031;    5;   -999;    19.7;-999;    7.1;eor
       5619;19371101;19371130;    5;   -999;    52.3;-999;   12.4;eor
       5619;19371201;19371231;    5;   -999;    65.3;-999;   12.2;eor
       5619;19380101;19380131;    5;   -999;   298.9;-999;   48.5;eor
       5619;19380201;19380228;    5;   -999;    90.3;-999;   19.6;eor
       5619;19380301;19380331;    5;   -999;    30.1;-999;    6.5;eor
       5619;19380401;19380430;    5;   -999;    48.9;-999;   15.1;eor
       5619;19380501;19380531;    5;   -999;    59.6;-999;   11.5;eor
       5619;19380601;19380630;    5;   -999;    45.8;-999;   14.8;eor
       5619;19380701;19380731;    5;   -999;   107.3;-999;   26.6;eor
       5619;19380801;19380831;    5;   -999;   118.0;-999;   39.5;eor
       5619;19380901;19380930;    5;   -999;    75.5;-999;   28.3;eor
       5619;19381001;19381031;    5;   -999;   138.7;-999;   29.0;eor
       5619;19381101;19381130;    5;   -999;   145.0;-999;   41.4;eor
       5619;19381201;19381231;    5;   -999;   129.3;-999;   28.2;eor
       5619;19390101;19390131;    5;   -999;   246.9;-999;   38.9;eor
       5619;19390201;19390228;    5;   -999;    87.7;-999;   18.2;eor
       5619;19390301;19390331;    5;   -999;   144.5;-999;   29.7;eor
       5619;19390401;19390430;    5;   -999;   121.5;-999;   20.3;eor
       5619;19390501;19390531;    5;   -999;    29.0;-999;    7.6;eor
       5619;19390601;19390630;    5;   -999;    91.5;-999;   26.2;eor
       5619;19390701;19390731;    5;   -999;   135.4;-999;   23.0;eor
       5619;19390801;19390831;    5;   -999;    76.8;-999;   17.0;eor
       5619;19390901;19390930;    5;   -999;    80.2;-999;   26.3;eor
       5619;19391001;19391031;    5;   -999;   136.2;-999;   24.2;eor
       5619;19391101;19391130;    5;   -999;   352.8;-999;   70.2;eor
       5619;19391201;19391231;    5;   -999;    54.6;-999;    7.3;eor
       5619;19400101;19400131;    5;   -999;    32.4;-999;    8.6;eor
       5619;19400201;19400229;    5;   -999;    64.6;-999;   17.9;eor
       5619;19400301;19400331;    5;   -999;   174.3;-999;   26.4;eor
       5619;19400401;19400430;    5;   -999;    87.2;-999;   17.0;eor
       5619;19400501;19400531;    5;   -999;    29.5;-999;    8.3;eor
       5619;19400601;19400630;    5;   -999;   100.7;-999;   32.1;eor
       5619;19400701;19400731;    5;   -999;   132.5;-999;   18.5;eor
       5619;19400801;19400831;    5;   -999;    88.8;-999;   22.4;eor
       5619;19400901;19400930;    5;   -999;   117.5;-999;   44.9;eor
       5619;19401001;19401031;    5;   -999;    59.2;-999;   20.8;eor
       5619;19401101;19401130;    5;   -999;   246.9;-999;   60.1;eor
       5619;19401201;19401231;    5;   -999;   191.8;-999;   55.5;eor
       5619;19410101;19410131;    5;   -999;    88.2;-999;   39.9;eor
       5619;19410201;19410228;    5;   -999;   123.1;-999;   26.8;eor
       5619;19410301;19410331;    5;   -999;    95.0;-999;   30.5;eor
       5619;19410401;19410430;    5;   -999;    40.8;-999;    8.7;eor
       5619;19410501;19410531;    5;   -999;    71.7;-999;   29.9;eor
       5619;19410601;19410630;    5;   -999;    72.8;-999;   21.8;eor
       5619;19410701;19410731;    5;   -999;    81.4;-999;   15.2;eor
       5619;19410801;19410831;    5;   -999;   251.6;-999;   39.3;eor
       5619;19410901;19410930;    5;   -999;    49.2;-999;   21.4;eor
       5619;19411001;19411031;    5;   -999;   238.3;-999;   35.3;eor
       5619;19411101;19411130;    5;   -999;    57.3;-999;   23.0;eor
       5619;19411201;19411231;    5;   -999;   216.2;-999;   24.5;eor
       5619;19420101;19420131;    5;   -999;    68.4;-999;   12.7;eor
       5619;19420201;19420228;    5;   -999;    52.0;-999;   17.1;eor
       5619;19420301;19420331;    5;   -999;    57.4;-999;   22.9;eor
       5619;19420401;19420430;    5;   -999;    39.9;-999;   11.7;eor
       5619;19420501;19420531;    5;   -999;   100.3;-999;   20.8;eor
       5619;19420601;19420630;    5;   -999;    60.1;-999;   15.0;eor
       5619;19420701;19420731;    5;   -999;   198.5;-999;   32.8;eor
       5619;19420801;19420831;    5;   -999;    41.0;-999;    9.5;eor
       5619;19420901;19420930;    5;   -999;    41.6;-999;   11.0;eor
       5619;19421001;19421031;    5;   -999;   175.0;-999;   21.8;eor
       5619;19421101;19421130;    5;   -999;    74.2;-999;   12.6;eor
       5619;19421201;19421231;    5;   -999;   113.0;-999;   26.7;eor
       5619;19430101;19430131;    5;   -999;   105.1;-999;   20.6;eor
       5619;19430201;19430228;    5;   -999;   105.5;-999;   24.8;eor
       5619;19430301;19430331;    5;   -999;    55.9;-999;   14.2;eor
       5619;19430401;19430430;    5;   -999;   103.1;-999;   22.8;eor
       5619;19430501;19430531;    5;   -999;    85.2;-999;   26.4;eor
       5619;19430601;19430630;    5;   -999;   106.0;-999;   17.5;eor
       5619;19430701;19430731;    5;   -999;    59.6;-999;   18.4;eor
       5619;19430801;19430831;    5;   -999;   192.0;-999;   25.0;eor
       5619;19430901;19430930;    5;   -999;    71.6;-999;   27.4;eor
       5619;19431001;19431031;    5;   -999;    30.6;-999;   10.6;eor
       5619;19431101;19431130;    5;   -999;   157.2;-999;   38.6;eor
       5619;19431201;19431231;    5;   -999;    56.7;-999;   20.4;eor
       5619;19440101;19440131;    5;   -999;   235.1;-999;   46.5;eor
       5619;19440201;19440229;    5;   -999;   117.9;-999;   22.8;eor
       5619;19440301;19440331;    5;   -999;   111.5;-999;   32.6;eor
       5619;19440401;19440430;    5;   -999;    32.9;-999;    5.3;eor
       5619;19440501;19440531;    5;   -999;    60.0;-999;   14.0;eor
       5619;19440601;19440630;    5;   -999;   163.7;-999;   26.3;eor
       5619;19440701;19440731;    5;   -999;   200.4;-999;   39.5;eor
       5619;19440801;19440831;    5;   -999;    49.7;-999;   16.5;eor
       5619;19440901;19440930;    5;   -999;    95.8;-999;   27.7;eor
       5619;19441001;19441031;    5;   -999;   130.9;-999;   32.5;eor
       5619;19441101;19441130;    5;   -999;   265.4;-999;   32.5;eor
       5619;19441201;19441231;    5;   -999;   160.3;-999;   25.6;eor
       5619;19460101;19460131;    5;   -999;    81.8;-999;   25.5;eor
       5619;19460201;19460228;    5;   -999;   324.4;-999;   76.0;eor
       5619;19460301;19460331;    5;   -999;    65.9;-999;   31.8;eor
       5619;19460401;19460430;    5;   -999;    37.5;-999;   16.5;eor
       5619;19460501;19460531;    5;   -999;    83.7;-999;   13.5;eor
       5619;19460601;19460630;    5;   -999;   142.7;-999;   17.4;eor
       5619;19460701;19460731;    5;   -999;    90.1;-999;   23.3;eor
       5619;19460801;19460831;    5;   -999;   107.5;-999;   19.4;eor
       5619;19460901;19460930;    5;   -999;   153.7;-999;   25.9;eor
       5619;19461001;19461031;    5;   -999;    83.8;-999;   21.5;eor
       5619;19461101;19461130;    5;   -999;   111.5;-999;   24.3;eor
       5619;19461201;19461231;    5;   -999;    68.3;-999;   22.0;eor
       5619;19470101;19470131;    5;   -999;    41.2;-999;    7.6;eor
       5619;19470201;19470228;    5;   -999;    32.0;-999;    7.2;eor
       5619;19470301;19470331;    5;   -999;   139.6;-999;   33.0;eor
       5619;19470401;19470430;    5;   -999;   142.5;-999;   34.5;eor
       5619;19470501;19470531;    5;   -999;    38.5;-999;    7.7;eor
       5619;19470601;19470630;    5;   -999;   116.4;-999;   34.2;eor
       5619;19470701;19470731;    5;   -999;    73.0;-999;   19.5;eor
       5619;19470801;19470831;    5;   -999;    18.8;-999;   11.0;eor
       5619;19470901;19470930;    5;   -999;    50.5;-999;   15.8;eor
       5619;19471001;19471031;    5;   -999;    28.3;-999;   10.4;eor
       5619;19471101;19471130;    5;   -999;   221.2;-999;   43.6;eor
       5619;19471201;19471231;    5;   -999;   217.3;-999;   62.4;eor
       5619;19480101;19480131;    5;   -999;   287.6;-999;   60.4;eor
       5619;19480201;19480229;    5;   -999;   160.4;-999;   35.0;eor
       5619;19480301;19480331;    5;   -999;    52.8;-999;   17.3;eor
       5619;19480401;19480430;    5;   -999;   101.3;-999;   26.0;eor
       5619;19480501;19480531;    5;   -999;    62.1;-999;   17.0;eor
       5619;19480601;19480630;    5;   -999;    86.7;-999;   19.3;eor
       5619;19480701;19480731;    5;   -999;   217.8;-999;   33.3;eor
       5619;19480801;19480831;    5;   -999;   100.7;-999;   16.4;eor
       5619;19480901;19480930;    5;   -999;    30.9;-999;    7.2;eor
       5619;19481001;19481031;    5;   -999;    61.2;-999;   10.4;eor
       5619;19481101;19481130;    5;   -999;    61.6;-999;   18.7;eor
       5619;19481201;19481231;    5;   -999;    66.4;-999;   19.4;eor
       5619;19490101;19490131;    5;   -999;    81.4;-999;   10.7;eor
       5619;19490201;19490228;    5;   -999;   115.0;-999;   22.8;eor
       5619;19490301;19490331;    5;   -999;    71.9;-999;   24.4;eor
       5619;19490401;19490430;    5;   -999;    84.2;-999;   36.0;eor
       5619;19490501;19490531;    5;   -999;    95.2;-999;   21.4;eor
       5619;19490601;19490630;    5;   -999;    84.9;-999;   18.5;eor
       5619;19490701;19490731;    5;   -999;    34.2;-999;    9.1;eor
       5619;19490801;19490831;    5;   -999;    90.8;-999;   24.4;eor
       5619;19490901;19490930;    5;   -999;    43.7;-999;   14.2;eor
       5619;19491001;19491031;    5;   -999;    68.1;-999;   20.8;eor
       5619;19491101;19491130;    5;   -999;   130.3;-999;   33.5;eor
       5619;19491201;19491231;    5;   -999;   169.9;-999;   34.3;eor
       5619;19500101;19500131;    5;   -999;    79.1;-999;   16.4;eor
       5619;19500201;19500228;    5;   -999;   185.8;-999;   36.9;eor
       5619;19500301;19500331;    5;   -999;    15.4;-999;    4.3;eor
       5619;19500401;19500430;    5;   -999;   152.7;-999;   16.8;eor
       5619;19500501;19500531;    5;   -999;   110.7;-999;   20.9;eor
       5619;19500601;19500630;    5;   -999;    49.8;-999;   11.2;eor
       5619;19500701;19500731;    5;   -999;   122.0;-999;   22.4;eor
       5619;19500801;19500831;    5;   -999;    79.7;-999;   24.0;eor
       5619;19500901;19500930;    5;   -999;   116.1;-999;   16.6;eor
       5619;19501001;19501031;    5;   -999;    63.1;-999;    9.6;eor
       5619;19501101;19501130;    5;   -999;   183.3;-999;   30.4;eor
       5619;19501201;19501231;    5;   -999;   121.7;-999;   27.0;eor
       5619;19510101;19510131;    5;   -999;   171.1;-999;   41.4;eor
       5619;19510201;19510228;    5;   -999;    78.7;-999;   20.8;eor
       5619;19510301;19510331;    5;   -999;   116.6;-999;   19.5;eor
       5619;19510401;19510430;    5;   -999;   118.9;-999;   25.0;eor
       5619;19510501;19510531;    5;   -999;    99.3;-999;   18.1;eor
       5619;19510601;19510630;    5;   -999;   111.1;-999;   22.5;eor
       5619;19510701;19510731;    5;   -999;    84.4;-999;   24.9;eor
       5619;19510801;19510831;    5;   -999;   160.9;-999;   38.5;eor
       5619;19510901;19510930;    5;   -999;    65.4;-999;   23.2;eor
       5619;19511001;19511031;    5;   -999;    22.1;-999;   12.6;eor
       5619;19511101;19511130;    5;   -999;   186.6;-999;   48.8;eor
       5619;19511201;19511231;    5;   -999;   118.0;-999;   27.7;eor
       5619;19520101;19520131;    5;   -999;   215.0;-999;   41.4;eor
       5619;19520201;19520229;    5;   -999;   110.6;-999;   43.8;eor
       5619;19520301;19520331;    5;   -999;    80.5;-999;   13.2;eor
       5619;19520401;19520430;    5;   -999;    50.9;-999;   21.9;eor
       5619;19520501;19520531;    5;   -999;    41.8;-999;   15.3;eor
       5619;19520601;19520630;    5;   -999;    65.0;-999;   17.4;eor
       5619;19520701;19520731;    5;   -999;    83.8;-999;   27.0;eor
       5619;19520801;19520831;    5;   -999;   131.9;-999;   33.2;eor
       5619;19520901;19520930;    5;   -999;   156.2;-999;   28.4;eor
       5619;19521001;19521031;    5;   -999;   124.4;-999;   14.8;eor
       5619;19521101;19521130;-999;-999;-999;-999;   42.0;eor
       5619;19521201;19521231;    5;   -999;   127.0;-999;   21.0;eor
       5619;19530101;19530131;    5;   -999;    99.7;-999;   46.8;eor
       5619;19530201;19530228;    5;   -999;    86.1;-999;   14.8;eor
       5619;19530301;19530331;    5;   -999;    30.5;-999;    6.9;eor
       5619;19530401;19530430;    5;   -999;    51.1;-999;    7.5;eor
       5619;19530501;19530531;    5;   -999;    77.3;-999;   19.7;eor
       5619;19530601;19530630;    5;   -999;   105.9;-999;   21.3;eor
       5619;19530701;19530731;    5;   -999;   169.7;-999;   54.4;eor
       5619;19530801;19530831;    5;   -999;    60.5;-999;   14.6;eor
       5619;19530901;19530930;    5;   -999;    73.7;-999;   20.7;eor
       5619;19531001;19531031;    5;   -999;    30.7;-999;   10.6;eor
       5619;19531101;19531130;    5;   -999;    16.7;-999;    9.0;eor
       5619;19531201;19531231;    5;   -999;    39.7;-999;   12.9;eor
       5619;19540101;19540131;    5;   -999;   143.1;-999;   24.6;eor
       5619;19540201;19540228;    5;   -999;    77.3;-999;   19.8;eor
       5619;19540301;19540331;    5;   -999;    57.5;-999;   11.5;eor
       5619;19540401;19540430;    5;   -999;    49.8;-999;   15.8;eor
       5619;19540501;19540531;    5;   -999;    92.1;-999;   40.2;eor
       5619;19540601;19540630;    5;   -999;   112.6;-999;   26.4;eor
       5619;19540701;19540731;    5;   -999;   249.7;-999;   49.2;eor
       5619;19540801;19540831;    5;   -999;   139.8;-999;   16.4;eor
       5619;19540901;19540930;    5;   -999;   162.4;-999;   37.0;eor
       5619;19541001;19541031;    5;   -999;   161.1;-999;   26.6;eor
       5619;19541101;19541130;    5;   -999;   111.5;-999;   16.3;eor
       5619;19541201;19541231;    5;   -999;   177.4;-999;   35.0;eor
       5619;19550101;19550131;    5;   -999;   129.6;-999;   23.0;eor
       5619;19550201;19550228;    5;   -999;   138.3;-999;   24.2;eor
       5619;19550301;19550331;    5;   -999;    88.8;-999;   16.0;eor
       5619;19550401;19550430;    5;   -999;    56.5;-999;   18.6;eor
       5619;19550501;19550531;    5;   -999;   122.1;-999;   21.2;eor
       5619;19550601;19550630;    5;   -999;    99.6;-999;   32.2;eor
       5619;19550701;19550731;    5;   -999;    42.2;-999;   21.4;eor
       5619;19550801;19550831;    5;   -999;   125.3;-999;   26.0;eor
       5619;19550901;19550930;    5;   -999;   108.0;-999;   20.3;eor
       5619;19551001;19551031;    5;   -999;    79.4;-999;   18.1;eor
       5619;19551101;19551130;    5;   -999;    43.5;-999;    6.4;eor
       5619;19551201;19551231;    5;   -999;   181.2;-999;   19.1;eor
       5619;19560101;19560131;    5;   -999;   143.6;-999;   30.4;eor
       5619;19560201;19560229;    5;   -999;    32.5;-999;   10.2;eor
       5619;19560301;19560331;    5;   -999;    80.5;-999;   29.1;eor
       5619;19560401;19560430;    5;   -999;    55.0;-999;   11.8;eor
       5619;19560501;19560531;    5;   -999;    72.9;-999;   22.1;eor
       5619;19560601;19560630;    5;   -999;   184.3;-999;   41.1;eor
       5619;19560701;19560731;    5;   -999;   137.8;-999;   18.4;eor
       5619;19560801;19560831;    5;   -999;   130.7;-999;   29.6;eor
       5619;19560901;19560930;    5;   -999;   107.9;-999;   21.1;eor
       5619;19561001;19561031;    5;   -999;   153.6;-999;   35.7;eor
       5619;19561101;19561130;    5;   -999;   104.2;-999;   26.2;eor
       5619;19561201;19561231;    5;   -999;   133.9;-999;   19.8;eor
       5619;19570101;19570131;    5;   -999;   147.0;-999;   25.8;eor
       5619;19570201;19570228;    5;   -999;   165.6;-999;   21.2;eor
       5619;19570301;19570331;    5;   -999;   149.8;-999;   41.5;eor
       5619;19570401;19570430;    5;   -999;    14.8;-999;    5.0;eor
       5619;19570501;19570531;    5;   -999;    60.6;-999;   11.4;eor
       5619;19570601;19570630;    5;   -999;    86.9;-999;   17.8;eor
       5619;19570701;19570731;    5;   -999;   158.5;-999;   26.8;eor
       5619;19570801;19570831;    5;   -999;   217.5;-999;   28.1;eor
       5619;19570901;19570930;    5;   -999;   273.8;-999;   47.3;eor
       5619;19571001;19571031;    5;   -999;    81.8;-999;   25.2;eor
       5619;19571101;19571130;    5;   -999;    65.2;-999;   17.3;eor
       5619;19571201;19571231;    5;   -999;   101.2;-999;   29.3;eor
       5619;19580101;19580131;    5;   -999;   146.3;-999;   24.5;eor
       5619;19580201;19580228;    5;   -999;   226.5;-999;   28.3;eor
       5619;19580301;19580331;    5;   -999;    62.9;-999;   12.4;eor
       5619;19580401;19580430;    5;   -999;    91.9;-999;   40.1;eor
       5619;19580501;19580531;    5;   -999;   192.0;-999;   30.3;eor
       5619;19580601;19580630;    5;   -999;   111.6;-999;   23.4;eor
       5619;19580701;19580731;    5;   -999;   142.0;-999;   40.2;eor
       5619;19580801;19580831;    5;   -999;   248.0;-999;   28.2;eor
       5619;19580901;19580930;    5;   -999;   104.9;-999;   30.4;eor
       5619;19581001;19581031;    5;   -999;   146.0;-999;   39.3;eor
       5619;19581101;19581130;    5;   -999;    35.6;-999;    6.2;eor
       5619;19581201;19581231;    5;   -999;   160.9;-999;   15.6;eor
       5619;19590101;19590131;    5;   -999;   138.5;-999;   17.0;eor
       5619;19590201;19590228;    5;   -999;    17.2;-999;   14.0;eor
       5619;19590301;19590331;    5;   -999;    50.9;-999;   11.0;eor
       5619;19590401;19590430;    5;   -999;    93.9;-999;   20.2;eor
       5619;19590501;19590531;    5;   -999;    44.0;-999;   23.5;eor
       5619;19590601;19590630;    5;   -999;    99.6;-999;   24.5;eor
       5619;19590701;19590731;    5;   -999;    81.8;-999;   39.2;eor
       5619;19590801;19590831;    5;   -999;    34.0;-999;   10.5;eor
       5619;19590901;19590930;    5;   -999;     6.9;-999;    4.0;eor
       5619;19591001;19591031;    5;   -999;    80.1;-999;   23.8;eor
       5619;19591101;19591130;    5;   -999;    50.7;-999;   11.8;eor
       5619;19591201;19591231;    5;   -999;   130.3;-999;   15.8;eor
       5619;19600101;19600131;    5;   -999;   156.3;-999;   28.8;eor
       5619;19600201;19600229;    5;   -999;    58.2;-999;   11.8;eor
       5619;19600301;19600331;    5;   -999;    26.6;-999;    6.5;eor
       5619;19600401;19600430;    5;   -999;    60.8;-999;   11.5;eor
       5619;19600501;19600531;    5;   -999;   100.4;-999;   25.9;eor
       5619;19600601;19600630;    5;   -999;    63.9;-999;   14.7;eor
       5619;19600701;19600731;    5;   -999;   170.8;-999;   33.0;eor
       5619;19600801;19600831;    5;   -999;   192.0;-999;   26.5;eor
       5619;19600901;19600930;    5;   -999;   109.7;-999;   28.8;eor
       5619;19601001;19601031;    5;   -999;   221.8;-999;   35.1;eor
       5619;19601101;19601130;    5;   -999;   193.2;-999;   26.3;eor
       5619;19601201;19601231;    5;   -999;   186.4;-999;   63.9;eor
       5619;19610101;19610131;    5;   -999;   157.4;-999;   28.4;eor
       5619;19610201;19610228;    5;   -999;   119.5;-999;   24.2;eor
       5619;19610301;19610331;    5;   -999;    98.9;-999;   32.4;eor
       5619;19610401;19610430;    5;   -999;   133.2;-999;   28.1;eor
       5619;19610501;19610531;    5;   -999;    79.5;-999;   13.8;eor
       5619;19610601;19610630;    5;   -999;   185.0;-999;   46.2;eor
       5619;19610701;19610731;    5;   -999;   159.3;-999;   32.5;eor
       5619;19610801;19610831;    5;   -999;   122.3;-999;   21.8;eor
       5619;19610901;19610930;    5;   -999;    84.6;-999;   27.2;eor
       5619;19611001;19611031;    5;   -999;   135.6;-999;   40.0;eor
       5619;19611101;19611130;    5;   -999;   148.9;-999;   53.8;eor
       5619;19611201;19611231;    5;   -999;   128.8;-999;   31.0;eor
       5619;19620101;19620131;    5;   -999;   134.8;-999;   26.2;eor
       5619;19620201;19620228;    5;   -999;   142.4;-999;   51.8;eor
       5619;19620301;19620331;    5;   -999;    90.0;-999;   17.3;eor
       5619;19620401;19620430;    5;   -999;   148.6;-999;   24.6;eor
       5619;19620501;19620531;    5;   -999;   104.2;-999;   16.2;eor
       5619;19620601;19620630;    5;   -999;    27.2;-999;    6.8;eor
       5619;19620701;19620731;    5;   -999;   128.7;-999;   22.3;eor
       5619;19620801;19620831;    5;   -999;   117.2;-999;   41.8;eor
       5619;19620901;19620930;    5;   -999;    82.9;-999;   24.5;eor
       5619;19621001;19621031;    5;   -999;    24.3;-999;   10.7;eor
       5619;19621101;19621130;    5;   -999;    38.2;-999;    6.8;eor
       5619;19621201;19621231;    5;   -999;   161.9;-999;   33.8;eor
       5619;19630101;19630131;    5;   -999;    40.2;-999;   13.9;eor
       5619;19630201;19630228;    5;   -999;    19.4;-999;    5.5;eor
       5619;19630301;19630331;    5;   -999;    90.9;-999;   22.1;eor
       5619;19630401;19630430;    5;   -999;    50.5;-999;   16.1;eor
       5619;19630501;19630531;    5;   -999;    63.1;-999;   17.8;eor
       5619;19630601;19630630;    5;   -999;   123.2;-999;   32.3;eor
       5619;19630701;19630731;    5;   -999;    49.3;-999;   10.8;eor
       5619;19630801;19630831;    5;   -999;   143.2;-999;   44.8;eor
       5619;19630901;19630930;    5;   -999;   121.2;-999;   40.6;eor
       5619;19631001;19631031;    5;   -999;    75.2;-999;   21.8;eor
       5619;19631101;19631130;    5;   -999;   173.3;-999;   45.9;eor
       5619;19631201;19631231;    5;   -999;    20.4;-999;   13.5;eor
       5619;19640101;19640131;    5;   -999;    39.8;-999;    7.2;eor
       5619;19640201;19640229;    5;   -999;    70.0;-999;   16.9;eor
       5619;19640301;19640331;    5;   -999;    37.8;-999;   16.0;eor
       5619;19640401;19640430;    5;   -999;    94.8;-999;   13.9;eor
       5619;19640501;19640531;    5;   -999;   110.8;-999;   44.9;eor
       5619;19640601;19640630;    5;   -999;    66.3;-999;   26.7;eor
       5619;19640701;19640731;    5;   -999;    57.9;-999;   13.2;eor
       5619;19640801;19640831;    5;   -999;    87.7;-999;   26.2;eor
       5619;19640901;19640930;    5;   -999;    83.0;-999;   32.1;eor
       5619;19641001;19641031;    5;   -999;   127.9;-999;   26.6;eor
       5619;19641101;19641130;    5;   -999;   154.4;-999;   32.6;eor
       5619;19641201;19641231;    5;   -999;   153.1;-999;   36.1;eor
       5619;19650101;19650131;    5;   -999;   175.8;-999;   27.9;eor
       5619;19650201;19650228;    5;   -999;    61.3;-999;   15.7;eor
       5619;19650301;19650331;    5;   -999;    87.3;-999;   15.1;eor
       5619;19650401;19650430;    5;   -999;   138.1;-999;   32.4;eor
       5619;19650501;19650531;    5;   -999;   116.0;-999;   18.6;eor
       5619;19650601;19650630;    5;   -999;   140.4;-999;   37.2;eor
       5619;19650701;19650731;    5;   -999;   274.3;-999;   38.2;eor
       5619;19650801;19650831;    5;   -999;   105.1;-999;   15.2;eor
       5619;19650901;19650930;    5;   -999;    89.2;-999;   20.1;eor
       5619;19651001;19651031;    5;   -999;    35.6;-999;   14.7;eor
       5619;19651101;19651130;    5;   -999;   138.6;-999;   37.9;eor
       5619;19651201;19651231;    5;   -999;   384.1;-999;   44.5;eor
       5619;19660101;19660131;    5;   -999;    88.2;-999;   25.1;eor
       5619;19660201;19660228;    5;   -999;   138.7;-999;   31.5;eor
       5619;19660301;19660331;    5;   -999;   183.1;-999;   25.8;eor
       5619;19660401;19660430;    5;   -999;   119.8;-999;   18.6;eor
       5619;19660501;19660531;    5;   -999;    89.8;-999;   20.3;eor
       5619;19660601;19660630;    5;   -999;   150.4;-999;   42.1;eor
       5619;19660701;19660731;    5;   -999;   198.7;-999;   42.5;eor
       5619;19660801;19660831;    5;   -999;    90.3;-999;   29.0;eor
