STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       2629;18510101;18511231;    5;  -999;   8.73;    -999;    -999;-999;-999;-999;-999;-999;    5;   771.0;-999;eor
       2629;18520101;18521231;    5;  -999;   9.90;    -999;    -999;-999;-999;-999;-999;-999;    5;   914.0;-999;eor
       2629;18530101;18531231;    5;  -999;   7.89;    -999;    -999;-999;-999;-999;-999;-999;    5;   745.0;-999;eor
       2629;18540101;18541231;    5;  -999;   9.09;    -999;    -999;-999;-999;-999;-999;-999;    5;   905.0;-999;eor
       2629;18550101;18551231;    5;  -999;   7.34;    -999;    -999;-999;-999;-999;-999;-999;    5;   687.0;-999;eor
       2629;18560101;18561231;    5;  -999;   9.00;    -999;    -999;-999;-999;-999;-999;-999;    5;   787.0;-999;eor
       2629;18570101;18571231;    5;  -999;  10.12;    -999;    -999;-999;-999;-999;-999;-999;    5;   476.0;-999;eor
       2629;18580101;18581231;    5;  -999;   8.68;    -999;    -999;-999;-999;-999;-999;-999;    5;   669.0;-999;eor
       2629;18590101;18591231;    5;  -999;   9.97;    -999;    -999;-999;-999;-999;-999;-999;    5;   833.0;-999;eor
       2629;18600101;18601231;    5;  -999;   7.97;    -999;    -999;-999;-999;-999;-999;-999;    5;   855.0;-999;eor
       2629;18610101;18611231;    5;  -999;   9.12;    -999;    -999;-999;-999;-999;-999;-999;    5;   868.0;-999;eor
       2629;18620101;18621231;    5;  -999;   9.77;    -999;    -999;-999;-999;-999;-999;-999;    5;   794.0;-999;eor
       2629;18630101;18631231;    5;  -999;   9.88;    -999;    -999;-999;-999;-999;-999;-999;    5;   698.0;-999;eor
       2629;18640101;18641231;    5;  -999;   7.73;    -999;    -999;-999;-999;-999;-999;-999;    5;   570.0;-999;eor
       2629;18650101;18651231;    5;  -999;   9.58;    -999;    -999;-999;-999;-999;-999;-999;    5;   788.0;-999;eor
       2629;18660101;18661231;    5;  -999;   9.72;    -999;    -999;-999;-999;-999;-999;-999;    5;   981.0;-999;eor
       2629;18670101;18671231;    5;  -999;   9.20;    -999;    -999;-999;-999;-999;-999;-999;    5;   907.0;-999;eor
       2629;18680101;18681231;    5;  -999;  10.62;    -999;    -999;-999;-999;-999;-999;-999;    5;   695.0;-999;eor
       2629;18690101;18691231;    5;  -999;   9.17;    -999;    -999;-999;-999;-999;-999;-999;    5;   857.0;-999;eor
       2629;18700101;18701231;    5;  -999;   8.28;    -999;    -999;-999;-999;-999;-999;-999;    5;   959.0;-999;eor
       2629;18710101;18711231;    5;  -999;   8.03;    -999;    -999;-999;-999;-999;-999;-999;    5;   717.0;-999;eor
       2629;18720101;18721231;    5;  -999;  10.24;    -999;    -999;-999;-999;-999;-999;-999;    5;   851.0;-999;eor
       2629;18730101;18731231;    5;  -999;   9.44;    -999;    -999;-999;-999;-999;-999;-999;    5;   649.0;-999;eor
       2629;18740101;18741231;    5;  -999;   9.26;    -999;    -999;-999;-999;-999;-999;-999;    5;   661.0;-999;eor
       2629;18750101;18751231;    5;  -999;   9.18;    -999;    -999;-999;-999;-999;-999;-999;    5;   859.0;-999;eor
       2629;18760101;18761231;    5;  -999;   9.38;    -999;    -999;-999;-999;-999;-999;-999;    5;   758.0;-999;eor
       2629;18770101;18771231;    5;  -999;   9.25;    -999;    -999;-999;-999;-999;-999;-999;    5;  1091.0;-999;eor
       2629;18780101;18781231;    5;  -999;   9.47;    -999;    -999;-999;-999;-999;-999;-999;    5;   922.0;-999;eor
       2629;18790101;18791231;    5;  -999;   7.57;    -999;    -999;-999;-999;-999;-999;-999;    5;   832.0;-999;eor
       2629;18800101;18801231;    5;  -999;   9.82;    -999;    -999;-999;-999;-999;-999;-999;    5;   885.0;-999;eor
       2629;18810101;18811231;    5;  -999;   8.66;   12.18;    4.92;-999;-999;-999;-999;-999;    5;   695.0;-999;eor
       2629;18820101;18821231;    5;  -999;   9.38;   13.36;    5.92;-999;-999;-999;-999;-999;    5;  1080.0;-999;eor
       2629;18830101;18831231;    5;  -999;   9.15;   13.44;    5.66;-999;-999;-999;-999;-999;    5;   736.0;-999;eor
       2629;18840101;18841231;    5;  -999;   9.93;   14.28;    5.97;-999;-999;-999;-999;-999;    5;   738.0;-999;eor
       2629;18850101;18851231;    5;  -999;   8.76;   13.32;    4.95;-999;-999;-999;-999;-999;    5;   658.0;-999;eor
       2629;18860101;18861231;    5;  -999;   9.05;   13.19;    5.27;-999;-999;-999;-999;-999;    5;   687.0;-999;eor
       2629;18870101;18871231;    5;  -999;   8.14;   11.94;    4.93;-999;-999;-999;-999;-999;    5;   496.0;-999;eor
       2629;18880101;18881231;    5;  -999;   7.87;   11.74;    4.26;-999;-999;-999;-999;-999;    5;   817.0;-999;eor
       2629;18890101;18891231;    5;  -999;   8.65;   12.51;    4.72;-999;-999;-999;-999;-999;    5;   706.0;-999;eor
       2629;18900101;18901231;    5;  -999;   8.18;   12.13;    3.94;-999;-999;-999;-999;-999;    5;   763.0;-999;eor
       2629;18910101;18911231;    5;  -999;   8.46;   12.27;    4.08;-999;-999;-999;-999;-999;    5;   759.0;-999;eor
       2629;18920101;18921231;    5;  -999;   8.52;   12.62;    3.85;-999;-999;-999;-999;-999;    5;   629.0;-999;eor
       2629;18930101;18931231;    5;  -999;   9.35;   13.69;    5.39;-999;-999;-999;-999;-999;    5;   635.0;-999;eor
       2629;18940101;18941231;    5;  -999;   9.22;   13.44;    5.47;-999;-999;-999;-999;-999;    5;   838.0;-999;eor
       2629;18950101;18951231;    5;  -999;   8.48;   12.77;    3.84;-999;-999;-999;-999;-999;    5;   751.0;-999;eor
       2629;18960101;18961231;    5;  -999;   8.94;   12.95;    5.23;-999;-999;-999;-999;-999;    5;   754.0;-999;eor
       2629;18970101;18971231;    5;  -999;   9.06;   13.75;    -999;-999;-999;-999;-999;-999;    5;   686.0;-999;eor
       2629;18980101;18981231;    5;  -999;   9.63;   13.98;    5.77;-999;-999;-999;-999;-999;    5;   752.0;-999;eor
       2629;18990101;18991231;    5;  -999;   9.30;   13.78;    5.47;-999;-999;-999;-999;-999;    5;   719.0;-999;eor
       2629;19000101;19001231;    5;  -999;   9.41;   13.60;    5.63;-999;-999;-999;-999;-999;    5;   821.0;-999;eor
       2629;19010101;19011231;    5;  -999;   8.95;   13.28;    5.18;-999;-999;-999;-999;-999;    5;   766.0;-999;eor
       2629;19020101;19021231;    5;  -999;   8.25;   12.34;    4.53;-999;-999;-999;-999;-999;    5;   696.0;-999;eor
       2629;19030101;19031231;    5;  -999;   9.36;   13.39;    5.96;-999;-999;-999;-999;-999;    5;   913.0;-999;eor
       2629;19040101;19041231;    1;  -999;   9.28;   13.56;    5.57;-999;-999;-999;-999;-999;    5;   535.0;-999;eor
       2629;19050101;19051231;    1;  -999;   8.98;   12.93;    5.47;-999;-999;-999;-999;-999;    5;   797.0;-999;eor
       2629;19060101;19061231;    1;  -999;   9.36;   13.78;    5.50;-999;-999;-999;-999;-999;    5;   743.0;-999;eor
       2629;19070101;19071231;    1;  5.00;   8.79;   13.16;    4.90;    3.79;-999;-999;  30.6; -14.2;    5;   716.0;   20.0;eor
       2629;19080101;19081231;    1;  4.95;   8.69;   13.11;    4.82;    3.12;-999;-999;  30.4; -15.1;    5;   626.0;   24.7;eor
       2629;19090101;19091231;    1;  -999;   8.42;   12.74;    4.59;    3.09;-999;-999;  31.4; -10.9;    1;   816.0;   40.5;eor
       2629;19100101;19101231;    1;  4.86;   9.81;   13.94;    5.99;    2.93;-999;-999;  29.4;  -7.8;    5;   792.0;   23.0;eor
       2629;19110101;19111231;    1;  4.38;  10.35;   14.98;    5.92;    2.74;-999;-999;  37.0; -10.4;    1;   562.0;   29.4;eor
       2629;19120101;19121231;    1;  5.32;   9.22;   13.64;    5.22;    3.68;-999;-999;  32.5; -15.4;    1;   905.8;   36.0;eor
       2629;19130101;19131231;    1;  5.03;   9.64;   13.99;    5.80;    3.37;-999;-999;  30.1;  -7.6;    1;   754.1;   21.4;eor
       2629;19140101;19141231;    1;  5.03;   9.79;   14.28;    5.84;    2.87;-999;-999;  30.9;  -9.7;    5;   877.0;   47.6;eor
       2629;19150101;19151231;    1;  5.28;   8.99;   13.29;    4.98;    2.47;-999;-999;  34.6;  -8.8;    5;   846.0;   35.7;eor
       2629;19160101;19161231;    5;  -999;   9.32;   13.42;    5.71;-999;-999;-999;-999;-999;    5;   895.0;-999;eor
       2629;19170101;19171231;    1;  -999;   8.50;   12.84;    4.59;-999;-999;-999;-999;-999;    1;   817.2;-999;eor
       2629;19180101;19181231;    5;  -999;   9.49;   13.75;    5.65;-999;-999;-999;-999;-999;    1;   758.2;-999;eor
       2629;19190101;19191231;    1;  5.28;   -999;   12.57;    4.47;    2.84;-999;-999;  33.6; -12.1;    5;   779.0;-999;eor
       2629;19200101;19201231;    1;  -999;   9.72;   14.12;    5.68;-999;-999;-999;-999;-999;    5;   651.0;-999;eor
       2629;19210101;19211231;    5;  -999;  10.27;   15.17;    5.56;-999;-999;-999;-999;-999;    5;   479.0;-999;eor
