STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       2110;19380101;19381231;    5;  -999;   9.65;    -999;    -999;-999;-999;-999;-999;-999;    5;   701.0;-999;eor
       2110;19390101;19391231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   663.0;-999;eor
       2110;19400101;19401231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   702.0;-999;eor
       2110;19410101;19411231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   587.0;-999;eor
       2110;19420101;19421231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   569.0;-999;eor
       2110;19430101;19431231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   563.0;-999;eor
       2110;19510101;19511231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   848.1;   52.7;eor
       2110;19520101;19521231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;   31.2;eor
       2110;19530101;19531231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   568.1;   47.0;eor
       2110;19540101;19541231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   687.7;   33.3;eor
       2110;19550101;19551231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   574.9;   20.7;eor
       2110;19560101;19561231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   731.8;   48.6;eor
       2110;19570101;19571231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   793.7;   47.5;eor
       2110;19580101;19581231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   768.7;   37.9;eor
       2110;19590101;19591231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   473.7;   90.4;eor
       2110;19600101;19601231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    5;   797.6;   30.2;eor
       2110;19630101;19631231;    5;  5.07;   8.44;   12.57;    4.34;    2.09;-999;-999;  31.5; -17.0;    5;   592.3;   31.0;eor
       2110;19640101;19641231;    5;  5.03;   9.75;   13.93;    5.51;    2.24;-999;-999;  35.5;  -9.9;    5;   608.1;   32.8;eor
       2110;19650101;19651231;    5;  5.31;   9.13;   13.02;    5.29;    2.39;-999;-999;  29.4;  -9.0;    5;   925.6;   28.7;eor
       2110;19660101;19661231;    5;  5.51;  10.03;   13.83;    6.12;    2.44;-999;-999;  32.3; -15.4;    5;   978.8;   46.6;eor
       2110;19670101;19671231;    5;  5.13;  10.33;   14.29;    6.06;    2.40;-999;-999;  32.1; -10.1;    5;   675.0;   22.9;eor
       2110;19680101;19681231;    5;  5.51;   9.71;   13.44;    5.88;    2.30;-999;-999;  32.3; -15.2;    5;   728.4;   48.5;eor
       2110;19690101;19691231;    5;  5.32;   9.72;   13.67;    5.71;    2.28;-999;-999;  32.0; -10.6;    5;   641.8;   26.4;eor
       2110;19700101;19701231;    5;  5.53;   9.57;   13.37;    5.66;    2.40;-999;-999;  31.0; -13.6;    5;   865.9;   38.9;eor
