STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       5717;19070101;19071231;    5;  -999;   9.29;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19080101;19081231;    5;  -999;   8.72;   12.48;    5.23;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19090101;19091231;    5;  -999;   8.42;   12.03;    4.93;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19100101;19101231;    5;  -999;   9.63;   13.13;    6.48;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19110101;19111231;    5;  -999;  10.29;   14.22;    6.53;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19120101;19121231;    5;  -999;   9.48;   12.86;    6.12;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19130101;19131231;    5;  -999;   9.82;   13.45;    6.53;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19140101;19141231;    5;  -999;   9.77;   13.44;    6.16;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19150101;19151231;    5;  -999;   9.10;   12.74;    5.31;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19160101;19161231;    5;  -999;   9.40;   12.87;    6.12;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19170101;19171231;    5;  -999;   8.47;   12.20;    4.99;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19180101;19181231;    5;  -999;   9.64;   13.34;    6.02;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19190101;19191231;    5;  -999;   8.43;   12.02;    4.68;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19200101;19201231;    5;  -999;   9.99;   13.97;    6.18;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19210101;19211231;    5;  -999;  10.28;   14.48;    5.63;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19220101;19221231;    5;  -999;   8.39;   12.38;    4.56;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19250101;19251231;    5;  -999;   9.59;   12.92;    6.40;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5717;19260101;19261231;    5;  -999;  10.08;   13.09;    6.90;-999;-999;-999;-999;-999;-999;-999;-999;eor
