STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       1300;19310101;19311231;    5;  -999;   6.92;    -999;    -999;-999;-999;-999;-999;-999;    5;  1042.0;-999;eor
       1300;19320101;19321231;    5;  -999;   7.61;    -999;    -999;-999;-999;-999;-999;-999;    5;   967.0;-999;eor
       1300;19330101;19331231;    5;  -999;   6.85;    -999;    -999;-999;-999;-999;-999;-999;    5;   789.0;-999;eor
       1300;19340101;19341231;    5;  -999;   8.56;    -999;    -999;-999;-999;-999;-999;-999;    5;   907.0;-999;eor
       1300;19350101;19351231;    5;  -999;   7.67;    -999;    -999;-999;-999;-999;-999;-999;    5;  1092.0;-999;eor
       1300;19360101;19361231;    5;  -999;   7.68;    -999;    -999;-999;-999;-999;-999;-999;    5;  1020.0;-999;eor
       1300;19370101;19371231;    5;  -999;   7.83;   12.40;    3.78;-999;-999;-999;-999;-999;    5;   925.0;-999;eor
       1300;19380101;19381231;    5;  5.33;   7.75;   12.40;    3.49;    1.92;-999;-999;  31.3; -24.9;    5;  1075.0;   39.8;eor
       1300;19390101;19391231;    5;  5.49;   7.67;   12.09;    3.37;    1.75;-999;-999;  30.3; -17.5;    5;  1123.5;   44.3;eor
       1300;19400101;19401231;    5;  5.32;   5.94;   10.75;    1.13;    1.80;-999;-999;  27.3; -31.1;    5;  1145.8;   73.6;eor
       1300;19410101;19411231;    5;  5.59;   6.80;   11.26;    2.55;    1.82;-999;-999;  32.2; -22.6;    5;  1114.0;   37.5;eor
       1300;19420101;19421231;    5;  5.22;   6.71;   11.63;    1.98;    1.87;-999;-999;  30.8; -31.2;    5;   838.6;   54.1;eor
       1300;19430101;19431231;    5;  5.17;   7.95;   13.26;    3.52;    1.85;-999;-999;  32.0; -21.6;    5;   944.4;   23.8;eor
       1300;19440101;19441231;    5;  5.85;   7.40;   11.76;    3.32;    2.00;-999;-999;  34.4; -20.4;    5;  1303.9;   61.4;eor
       1300;19470101;19471231;    5;  4.89;   8.05;   13.38;    2.66;    1.78;-999;-999;  34.7; -24.3;    5;   968.6;   54.4;eor
       1300;19480101;19481231;    5;  5.14;   8.38;   13.09;    3.76;    1.75;-999;-999;  32.2; -12.9;    5;  1146.6;   44.2;eor
       1300;19490101;19491231;    5;  4.99;   8.29;   13.48;    3.62;    1.85;-999;-999;  31.0; -19.9;    5;   897.1;   43.2;eor
       1300;19500101;19501231;    5;  5.33;   7.85;   12.52;    3.42;    2.04;-999;-999;  31.1; -21.5;    5;  1111.6;   32.3;eor
       1300;19510101;19511231;    5;  5.26;   7.97;   12.97;    3.43;    2.00;-999;-999;  30.4; -13.3;    5;  1044.9;   29.9;eor
       1300;19520101;19521231;-999;-999;-999;-999;-999;-999;-999;-999;  33.4; -20.5;-999;-999;   47.1;eor
       1300;19530101;19531231;    5;  5.22;   8.13;   13.29;    3.63;    1.89;-999;-999;  30.5; -18.9;    5;   843.7;   52.6;eor
       1300;19540101;19541231;    5;  5.33;   7.17;   11.87;    2.88;    2.24;-999;-999;  30.0; -17.4;    5;  1356.3;   34.5;eor
       1300;19550101;19551231;    5;  5.48;   6.73;   11.79;    2.21;    1.81;-999;-999;  29.8; -21.4;    5;  1114.8;   33.0;eor
       1300;19560101;19561231;    5;  5.65;   6.30;   11.10;    2.13;    1.98;-999;-999;  29.0; -28.0;    5;  1436.5;   70.5;eor
       1300;19570101;19571231;    5;  5.49;   7.95;   12.75;    3.72;    1.84;-999;-999;  35.0; -13.0;    5;  1278.8;   47.6;eor
       1300;19580101;19581231;    5;  5.83;   7.64;   12.05;    3.63;    1.83;-999;-999;  30.1; -17.4;    5;  1386.9;   44.1;eor
       1300;19590101;19591231;    5;  4.29;   8.21;   14.47;    2.77;    1.83;-999;-999;  34.0; -15.0;    5;   723.5;   24.9;eor
       1300;19600101;19601231;    5;  5.85;   7.71;   12.19;    3.69;    1.84;-999;-999;  28.3; -23.9;    5;  1563.4;   60.0;eor
       1300;19610101;19611231;    5;  5.48;   8.20;   13.00;    4.07;    1.79;-999;-999;  31.5; -14.0;    5;  1548.3;   49.0;eor
       1300;19620101;19621231;    5;  5.73;   6.29;   10.89;    2.06;    1.84;-999;-999;  27.6; -22.5;    5;  1124.9;   44.5;eor
       1300;19630101;19631231;    5;  5.14;   6.16;   11.57;    1.04;    1.77;-999;-999;  32.3; -29.2;    5;   837.9;   31.4;eor
       1300;19640101;19641231;    5;  5.02;   7.47;   12.48;    2.45;    1.90;-999;-999;  33.0; -16.4;    5;   888.7;   29.7;eor
       1300;19650101;19651231;    5;  5.51;   6.58;   11.28;    2.12;    2.07;-999;-999;  28.0; -17.3;    5;  1511.6;   36.9;eor
       1300;19660101;19661231;    5;  5.77;   7.85;   12.28;    3.54;    2.12;-999;-999;  30.9; -23.1;    5;  1591.1;   48.0;eor
       1300;19670101;19671231;    5;  5.31;   8.12;   12.78;    3.55;    2.19;-999;-999;  29.9; -16.8;    5;  1142.7;   34.6;eor
       1300;19680101;19681231;    5;  5.58;   7.38;   12.10;    3.04;    1.97;-999;-999;  30.9; -26.6;    5;  1050.6;   38.2;eor
       1300;19690101;19691231;    5;  5.56;   7.22;   12.13;    2.74;    1.90;-999;-999;  32.5; -18.5;    5;   966.8;   56.6;eor
       1300;19700101;19701231;    5;  5.83;   7.11;   11.59;    2.98;    2.02;-999;-999;  29.3; -17.8;    5;  1298.0;   31.6;eor
       1300;19710101;19711231;    5;  5.16;   7.58;   12.82;    2.69;    1.89;-999;-999;  32.9; -21.7;    5;   755.7;   52.9;eor
       1300;19720101;19721231;    5;  5.26;   6.98;   11.99;    2.51;    1.96;-999;-999;  31.5; -19.7;    5;   905.8;   34.6;eor
       1300;19730101;19731231;    5;  5.30;   7.46;   12.40;    2.79;    1.91;-999;-999;  31.1; -20.1;    5;   988.5;   32.1;eor
       1300;19740101;19741231;    5;  5.69;   7.93;   12.57;    3.74;    1.96;-999;-999;  32.0;  -8.4;    5;  1350.4;   40.9;eor
       1300;19750101;19751231;    5;  5.32;   8.12;   13.08;    3.73;    1.84;-999;-999;  31.6; -14.0;    5;   888.5;   38.9;eor
