STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       2968;19030101;19031231;    5;  -999;   9.78;   13.68;    5.69;-999;-999;-999;-999;-999;    5;   731.0;-999;eor
       2968;19040101;19041231;    5;  -999;   9.68;   13.83;    5.12;-999;-999;-999;-999;-999;    5;   550.0;-999;eor
       2968;19050101;19051231;    5;  -999;   9.44;   13.33;    5.43;-999;-999;-999;-999;-999;    5;   791.0;-999;eor
       2968;19060101;19061231;    5;  -999;   9.57;   13.76;    5.31;-999;-999;-999;-999;-999;    5;   797.0;-999;eor
       2968;19070101;19071231;    5;  -999;   9.28;   13.47;    5.01;-999;-999;-999;-999;-999;    5;   597.0;-999;eor
       2968;19080101;19081231;    5;  -999;   8.90;   13.31;    4.77;-999;-999;-999;-999;-999;    5;   591.0;-999;eor
       2968;19090101;19091231;    5;  -999;   8.80;   13.01;    4.83;-999;-999;-999;-999;-999;    5;   634.0;-999;eor
       2968;19100101;19101231;    5;  -999;   9.93;   14.02;    6.24;-999;-999;-999;-999;-999;    5;   621.0;-999;eor
       2968;19110101;19111231;    5;  -999;  10.57;   15.16;    6.05;-999;-999;-999;-999;-999;    5;   455.0;-999;eor
       2968;19120101;19121231;    5;  -999;   9.67;   13.81;    5.78;-999;-999;-999;-999;-999;    5;   706.0;-999;eor
       2968;19130101;19131231;    5;  -999;  10.06;   14.17;    6.04;-999;-999;-999;-999;-999;    5;   671.0;-999;eor
       2968;19140101;19141231;    5;  -999;   9.94;   14.12;    5.95;-999;-999;-999;-999;-999;    5;   730.0;-999;eor
       2968;19150101;19151231;    5;  -999;   9.47;   13.52;    5.53;-999;-999;-999;-999;-999;    5;   687.0;-999;eor
       2968;19160101;19161231;    5;  -999;   9.64;   13.73;    6.30;-999;-999;-999;-999;-999;    5;   585.0;-999;eor
       2968;19170101;19171231;    5;  -999;   8.92;   13.04;    5.04;-999;-999;-999;-999;-999;    5;   637.0;-999;eor
       2968;19180101;19181231;    5;  -999;   9.97;   14.08;    6.22;-999;-999;-999;-999;-999;    5;   671.0;-999;eor
       2968;19190101;19191231;    5;  -999;   8.88;   12.77;    4.81;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2968;19200101;19201231;    5;  -999;   9.86;   14.47;    6.17;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2968;19210101;19211231;    5;  -999;  10.72;   15.36;    5.82;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2968;19220101;19221231;    5;  -999;   8.87;   12.64;    5.13;-999;-999;-999;-999;-999;    5;   692.0;-999;eor
       2968;19230101;19231231;    5;  -999;   9.71;   13.29;    6.13;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2968;19240101;19241231;    5;  -999;   9.12;   12.86;    5.60;-999;-999;-999;-999;-999;    5;   623.0;-999;eor
       2968;19250101;19251231;    5;  -999;   9.70;   13.57;    5.61;-999;-999;-999;-999;-999;    5;   561.0;-999;eor
       2968;19260101;19261231;    5;  -999;  10.30;   13.94;    6.66;-999;-999;-999;-999;-999;    5;   646.0;-999;eor
       2968;19270101;19271231;    5;  -999;   9.70;   13.49;    6.17;-999;-999;-999;-999;-999;    5;   608.0;-999;eor
       2968;19280101;19281231;    5;  -999;  10.04;   14.21;    5.93;-999;-999;-999;-999;-999;    5;   549.0;-999;eor
       2968;19290101;19291231;    5;  -999;   9.32;   13.55;    5.01;-999;-999;-999;-999;-999;    5;   408.0;-999;eor
       2968;19300101;19301231;    5;  -999;  10.64;   14.75;    6.60;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2968;19310101;19311231;    5;  -999;   9.43;   14.17;    5.46;-999;-999;-999;-999;-999;    5;   692.0;-999;eor
       2968;19320101;19321231;    5;  -999;  10.01;   14.44;    6.19;-999;-999;-999;-999;-999;    5;   483.0;-999;eor
       2968;19330101;19331231;    5;  -999;   9.60;   13.85;    5.19;-999;-999;-999;-999;-999;    5;   530.0;-999;eor
       2968;19340101;19341231;    5;  -999;  11.08;   15.30;    6.61;-999;-999;-999;-999;-999;    5;   568.0;-999;eor
       2968;19350101;19351231;    5;  -999;  10.49;   14.35;    6.08;-999;-999;-999;-999;-999;    5;   737.0;-999;eor
       2968;19360101;19361231;    5;  -999;  10.25;   14.36;    6.14;-999;-999;-999;-999;-999;    5;   741.0;-999;eor
       2968;19370101;19371231;    5;  -999;  10.52;   14.78;    6.67;-999;-999;-999;-999;-999;    5;   632.0;-999;eor
       2968;19380101;19381231;    5;  -999;  10.39;   14.51;    6.26;-999;-999;-999;-999;-999;    5;   584.0;-999;eor
       2968;19390101;19391231;    5;  -999;  10.47;   14.23;    6.48;-999;-999;-999;-999;-999;    5;   681.0;-999;eor
       2968;19400101;19401231;    5;  -999;   8.89;   12.86;    4.76;-999;-999;-999;-999;-999;    5;   646.0;-999;eor
       2968;19410101;19411231;    5;  -999;   9.46;   13.14;    5.59;-999;-999;-999;-999;-999;    5;   738.0;-999;eor
       2968;19420101;19421231;    5;  -999;   9.57;   13.19;    5.37;-999;-999;-999;-999;-999;    5;   555.0;-999;eor
       2968;19430101;19431231;    5;  -999;  10.83;   14.85;    6.56;-999;-999;-999;-999;-999;    5;   616.0;-999;eor
       2968;19440101;19441231;    5;  -999;  10.22;   13.76;    6.26;-999;-999;-999;-999;-999;    5;   767.0;-999;eor
       2968;19460101;19461231;    5;  5.42;  10.10;   14.00;    6.03;    2.57;-999;-999;  33.9; -14.9;    5;   629.3;   16.9;eor
       2968;19470101;19471231;    5;  4.99;  10.90;   15.16;    6.04;    2.66;-999;-999;  37.9; -14.7;    5;   513.8;   25.0;eor
       2968;19480101;19481231;    5;  5.16;  10.90;   14.90;    7.00;    2.51;-999;-999;  34.1;  -9.7;    5;   600.5;   23.5;eor
       2968;19490101;19491231;    5;  5.12;  11.06;   15.42;    6.35;    2.30;-999;-999;  33.4;  -7.4;    5;   510.4;   45.4;eor
       2968;19500101;19501231;    5;  5.58;  10.47;   14.32;    6.70;    2.20;-999;-999;  32.7; -14.5;    5;   676.6;   30.2;eor
       2968;19510101;19511231;    5;  5.69;  10.58;   14.54;    7.02;    2.04;-999;-999;  30.4;  -4.2;    5;   699.0;   37.4;eor
       2968;19520101;19521231;-999;-999;-999;-999;-999;-999;-999;-999;  34.0;  -7.0;-999;-999;   35.2;eor
       2968;19530101;19531231;    5;  5.58;  10.71;   14.90;    6.98;    1.62; 1500.20;-999;  33.1; -12.6;    5;   560.2;   25.2;eor
       2968;19540101;19541231;    5;  5.66;   9.93;   13.78;    6.00;    1.85; 1405.70;-999;  31.5; -14.1;    5;   810.8;   42.1;eor
       2968;19550101;19551231;    5;  5.38;   9.76;   13.61;    5.89;    1.81; 1510.00;-999;  33.5; -12.1;    5;   603.5;   26.4;eor
       2968;19560101;19561231;    5;  6.10;   8.90;   12.56;    5.26;    1.90; 1266.50;-999;  30.5; -19.3;    5;   848.7;   39.8;eor
       2968;19570101;19571231;    5;  5.79;  10.81;   14.52;    6.94;    1.97; 1557.00;-999;  36.0;  -6.1;    5;   889.8;   32.8;eor
       2968;19580101;19581231;    5;  5.96;  10.28;   13.78;    6.89;    1.93; 1375.10;-999;  30.3;  -8.0;    5;   938.2;   53.7;eor
       2968;19590101;19591231;    5;  4.65;  11.52;   15.97;    7.13;    1.81; 1888.30;-999;  36.5;  -5.6;    5;   549.5;   31.4;eor
       2968;19600101;19601231;    5;  5.63;  10.70;   14.31;    7.14;    1.92; 1305.70;-999;  31.0; -14.4;    5;   871.2;   28.3;eor
       2968;19610101;19611231;    5;  5.29;  11.11;   14.92;    7.51;    2.12; 1358.00;-999;  33.4; -10.6;    5;   934.3;   68.8;eor
       2968;19620101;19621231;    5;  5.34;   9.22;   12.86;    5.91;    2.32; 1342.00;-999;  31.5; -10.7;    5;   668.5;   24.3;eor
       2968;19630101;19631231;    5;  5.11;   9.31;   13.10;    5.63;    2.27; 1437.10;-999;  32.8; -19.0;    5;   642.2;   31.0;eor
       2968;19640101;19641231;    5;  5.03;  10.63;   14.46;    6.73;    2.26; 1580.10;-999;  35.6;  -9.0;    5;   568.8;   25.1;eor
       2968;19650101;19651231;    5;  5.49;   9.89;   13.44;    6.42;    2.44; 1345.40;-999;  29.9;  -7.9;    5;   997.5;   47.3;eor
       2968;19660101;19661231;    5;  5.72;  10.87;   14.50;    7.31;    2.28; 1276.60;-999;  33.8; -12.8;    5;   956.0;   37.8;eor
       2968;19670101;19671231;    5;  5.24;  11.20;   14.76;    7.42;    2.42; 1530.40;-999;  32.0;  -8.4;    5;   808.3;   43.3;eor
       2968;19680101;19681231;    5;  5.52;  10.58;   14.03;    6.97;    2.21; 1304.90;-999;  32.6; -14.1;    5;   870.3;   91.3;eor
       2968;19690101;19691231;    5;  5.35;  10.62;   14.20;    6.99;    2.20; 1459.60;-999;  32.6; -11.1;    5;   724.6;   27.9;eor
       2968;19700101;19701231;    5;  5.50;  10.37;   13.68;    7.05;    2.30; 1415.30;-999;  31.0; -10.2;    5;   785.0;   26.5;eor
       2968;19710101;19711231;    5;  4.95;  11.07;   14.83;    7.07;    2.02; 1635.80;-999;  32.0; -10.0;    5;   583.0;   29.6;eor
       2968;19720101;19721231;    5;  5.33;  10.42;   14.06;    6.59;    2.09; 1445.30;-999;  34.2; -10.2;    5;   665.5;   31.7;eor
       2968;19730101;19731231;    5;  5.21;  10.98;   14.48;    7.02;    2.28; 1629.70;-999;  32.8; -10.0;    5;   653.9;   22.6;eor
       2968;19740101;19741231;    5;  5.62;  11.32;   14.70;    7.51;    2.42; 1370.70;-999;  33.5;  -3.3;    5;   900.6;   31.1;eor
       2968;19750101;19751231;    5;  5.31;  11.53;   15.02;    7.85;    2.34; 1549.60;-999;  33.5;  -6.6;    5;   668.6;   23.7;eor
       2968;19760101;19761231;    5;  4.91;  11.66;   15.28;    7.78;    2.49; 1756.00;-999;  36.6; -10.5;    5;   514.5;   14.8;eor
       2968;19770101;19771231;    5;  5.53;  11.19;   14.42;    7.86;    2.67; 1311.80;-999;  32.3;  -4.4;    5;   814.6;   24.0;eor
       2968;19780101;19781231;    5;  5.68;  10.38;   13.56;    6.90;    2.85; 1277.00;-999;  32.1; -14.2;    5;   674.6;   20.8;eor
       2968;19790101;19791231;    5;  5.75;  10.24;   13.62;    6.53;    3.12; 1310.90;-999;  30.7; -15.3;    5;   848.4;   28.0;eor
       2968;19800101;19801231;    5;  5.68;  10.49;   13.77;    7.15;    3.33; 1395.30;-999;  31.6;  -8.0;    5;   862.2;   33.8;eor
       2968;19810101;19811231;   10;  6.00;  10.61;   13.93;    7.46;    2.97; 1224.70;-999;  32.0;  -9.2;   10;   996.8;   28.7;eor
       2968;19820101;19821231;   10;  5.28;  11.43;   14.98;    7.98;    2.72; 1611.90;-999;  32.0; -14.1;   10;   748.4;   29.9;eor
       2968;19830101;19831231;   10;  5.33;  11.46;   14.89;    7.81;    2.65; 1504.90;-999;  34.4;  -6.5;   10;   735.8;   25.1;eor
       2968;19840101;19841231;   10;  5.68;  10.57;   13.70;    7.27;    2.65; 1291.40;-999;  33.1;  -5.0;   10;   957.4;   43.0;eor
       2968;19850101;19851231;   10;  5.58;   9.82;   13.17;    6.37;    2.51; 1374.10;-999;  32.2; -16.2;   10;   806.5;   31.5;eor
       2968;19860101;19861231;   10;  5.42;  10.52;   13.93;    6.93;    2.64; 1460.00;-999;  35.1; -15.3;   10;   762.2;   29.2;eor
       2968;19870101;19871231;   10;  5.89;  10.06;   13.13;    6.94;    2.56; 1231.00;-999;  30.9; -13.7;   10;   872.0;   31.5;eor
       2968;19880101;19881231;   10;  5.96;  11.58;   14.55;    8.38;    2.64; 1223.10;-999;  30.1;  -6.7;   10;   789.4;   21.1;eor
       2968;19890101;19891231;   10;  5.05;  12.17;   15.70;    8.38;    2.54; 1618.40;-999;  32.5;  -4.1;   10;   695.7;   44.2;eor
       2968;19900101;19901231;   10;  5.43;  12.10;   15.42;    8.31;    2.69; 1532.50;-999;  35.3;  -3.1;   10;   725.1;   41.1;eor
       2968;19910101;19911231;   10;  5.16;  10.93;   14.24;    7.17;    2.53; 1503.20;-999;  33.7; -12.1;    9;   686.0;   32.2;eor
